city_ascii,admin_name,admin_name_ascii
Ramagiri Udayagiri,Odisha,Odisha
Ponnani,Kerala,Kerala
Jamtara,Jh?rkhand,Jharkhand
Pollachi,Tamil N?du,Tamil Nadu
Kavali,Andhra Pradesh,Andhra Pradesh
Sankeshwar,Karn?taka,Karnataka
Kadiri,Andhra Pradesh,Andhra Pradesh
Phusro,Jh?rkhand,Jharkhand
Kairana,Uttar Pradesh,Uttar Pradesh
Rasipuram,Tamil N?du,Tamil Nadu
Najibabad,Uttar Pradesh,Uttar Pradesh
Nirmal,Andhra Pradesh,Andhra Pradesh
Nirala,Mah?r?shtra,Maharashtra
Ootacamund,Tamil N?du,Tamil Nadu
Jangipur,West Bengal,West Bengal
Sangrur,Punjab,Punjab
Mettupalaiyam,Tamil N?du,Tamil Nadu
Jumri Tilaiya,Jh?rkhand,Jharkhand
Aruppukkottai,Tamil N?du,Tamil Nadu
Faridkot,Punjab,Punjab
Madgaon,Goa,Goa
Palangotu Adwar,Him?chal Pradesh,Himachal Pradesh
Jamui,Bih?r,Bihar
Kumarapalaiyam,Tamil N?du,Tamil Nadu
Hansi,Hary?na,Haryana
Shahdol,Madhya Pradesh,Madhya Pradesh
Anakapalle,Andhra Pradesh,Andhra Pradesh
Nimbahera,R?jasth?n,Rajasthan
Nachchandupatti,Tamil N?du,Tamil Nadu
Sarni,Madhya Pradesh,Madhya Pradesh
Basoda,Madhya Pradesh,Madhya Pradesh
Maratturai,Tamil N?du,Tamil Nadu
Karad,Mah?r?shtra,Maharashtra
Chinnachauku,Andhra Pradesh,Andhra Pradesh
Garulia,West Bengal,West Bengal
Chanwari,Madhya Pradesh,Madhya Pradesh
Krishnagiri,Tamil N?du,Tamil Nadu
Harda Khas,Madhya Pradesh,Madhya Pradesh
Mhow,Madhya Pradesh,Madhya Pradesh
Dhoraji,Gujar?t,Gujarat
Virappanchathiram,Tamil N?du,Tamil Nadu
Laharpur,Uttar Pradesh,Uttar Pradesh
Channapatna,Karn?taka,Karnataka
Pilkhua,Uttar Pradesh,Uttar Pradesh
Tiruppattur,Tamil N?du,Tamil Nadu
Gokulgarh,Hary?na,Haryana
Sirsilla,Andhra Pradesh,Andhra Pradesh
Mansa,Punjab,Punjab
Chingleput,Tamil N?du,Tamil Nadu
Saunda,Jh?rkhand,Jharkhand
Ashoknagar,Madhya Pradesh,Madhya Pradesh
Katoya,West Bengal,West Bengal
Kadi,Gujar?t,Gujarat
Mannargudi,Tamil N?du,Tamil Nadu
Balrampur,Uttar Pradesh,Uttar Pradesh
Khamanon Kalan,Punjab,Punjab
Bargarh,Odisha,Odisha
Dahegam,Gujar?t,Gujarat
Rajula,Gujar?t,Gujarat
Kamareddipet,Andhra Pradesh,Andhra Pradesh
Arni,Tamil N?du,Tamil Nadu
Bolpur,West Bengal,West Bengal
Peruvancha,Andhra Pradesh,Andhra Pradesh
Gumla,Jh?rkhand,Jharkhand
Simdega,Jh?rkhand,Jharkhand
Manmad,Mah?r?shtra,Maharashtra
Piro,Bih?r,Bihar
Sira,Karn?taka,Karnataka
Arsikere,Karn?taka,Karnataka
Jagannathaprasad,Odisha,Odisha
Kottagudem,Andhra Pradesh,Andhra Pradesh
Dobni Para,Madhya Pradesh,Madhya Pradesh
Tikamgarh,Madhya Pradesh,Madhya Pradesh
Araria,Bih?r,Bihar
Arkonam,Tamil N?du,Tamil Nadu
Samadiala,Gujar?t,Gujarat
Tanuku,Andhra Pradesh,Andhra Pradesh
Koch Bihar,West Bengal,West Bengal
Kuniyamuttur,Tamil N?du,Tamil Nadu
Kambam,Tamil N?du,Tamil Nadu
Bodhan,Andhra Pradesh,Andhra Pradesh
Tirkakara,Kerala,Kerala
Baj Baj,West Bengal,West Bengal
Nipani,Mah?r?shtra,Maharashtra
Fazilka,Punjab,Punjab
Shajapur,Madhya Pradesh,Madhya Pradesh
Keshod,Gujar?t,Gujarat
Chintamani,Karn?taka,Karnataka
Yanam,Andhra Pradesh,Andhra Pradesh
Surendranagar,Gujar?t,Gujarat
Malappuram,Kerala,Kerala
Garhi,Uttar Pradesh,Uttar Pradesh
Srivilliputtur,Tamil N?du,Tamil Nadu
Bhadarwah,Jammu and Kashm?r,Jammu and Kashmir
Ranaghat,West Bengal,West Bengal
Dhrangadhra,Gujar?t,Gujarat
Gangammapeta,Andhra Pradesh,Andhra Pradesh
Khejroli,R?jasth?n,Rajasthan
Jaora,Madhya Pradesh,Madhya Pradesh
Tura,Megh?laya,Meghalaya
Ambajogai,Mah?r?shtra,Maharashtra
Dabra,Madhya Pradesh,Madhya Pradesh
Wandiwash,Tamil N?du,Tamil Nadu
Pennepalli,Andhra Pradesh,Andhra Pradesh
Gudur,Andhra Pradesh,Andhra Pradesh
Haveri,Karn?taka,Karnataka
Tarn Taran,Punjab,Punjab
Mangalagiri,Andhra Pradesh,Andhra Pradesh
Vriddhachalam,Tamil N?du,Tamil Nadu
Kallakkurichchi,Tamil N?du,Tamil Nadu
Kasipalaiyam,Tamil N?du,Tamil Nadu
Pattukkottai,Tamil N?du,Tamil Nadu
Gobindgarh,Punjab,Punjab
Chopda,Mah?r?shtra,Maharashtra
Siruguppa,Karn?taka,Karnataka
Sangareddi,Andhra Pradesh,Andhra Pradesh
Virudunagar,Tamil N?du,Tamil Nadu
Warora,Mah?r?shtra,Maharashtra
Chaklasi,Gujar?t,Gujarat
Nilanga,Mah?r?shtra,Maharashtra
Quilandi,Kerala,Kerala
Mandla,Madhya Pradesh,Madhya Pradesh
Rayadrug,Andhra Pradesh,Andhra Pradesh
Bilara,R?jasth?n,Rajasthan
Parappanangadi,Kerala,Kerala
Rayagada,Odisha,Odisha
Ratangarh,R?jasth?n,Rajasthan
Tandur,Andhra Pradesh,Andhra Pradesh
Markapur,Andhra Pradesh,Andhra Pradesh
Malaut,Punjab,Punjab
Kodungallur,Kerala,Kerala
Neyyattinkara,Kerala,Kerala
Bapatla,Andhra Pradesh,Andhra Pradesh
Fatehabad,Hary?na,Haryana
Kalamasseri,Kerala,Kerala
Badvel,Andhra Pradesh,Andhra Pradesh
Valparai,Tamil N?du,Tamil Nadu
Sankaranayinar Kovil,Tamil N?du,Tamil Nadu
Tenkasi,Tamil N?du,Tamil Nadu
Suratgarh,R?jasth?n,Rajasthan
Palni,Tamil N?du,Tamil Nadu
Mubarakpur,Uttar Pradesh,Uttar Pradesh
Nelamangala,Karn?taka,Karnataka
Dandeli,Karn?taka,Karnataka
Nandura Buzurg,Mah?r?shtra,Maharashtra
Gaura,Bih?r,Bihar
Satyamangalam,Tamil N?du,Tamil Nadu
Madhipura,Bih?r,Bihar
Bhattu Kolan,Hary?na,Haryana
Kodoli,Mah?r?shtra,Maharashtra
Avaniyapuram,Tamil N?du,Tamil Nadu
Basavakalyan,Karn?taka,Karnataka
Faridpur,Uttar Pradesh,Uttar Pradesh
Tripunittura,Kerala,Kerala
Nowrangapur,Odisha,Odisha
Bhawanipatna,Odisha,Odisha
Dharmasagaram,Andhra Pradesh,Andhra Pradesh
Varisshiyakuni,Kerala,Kerala
Palghar,Mah?r?shtra,Maharashtra
Pakribarawan,Bih?r,Bihar
Todupulai,Kerala,Kerala
Kayankulam,Kerala,Kerala
Paradip Garh,Odisha,Odisha
Ilkal,Karn?taka,Karnataka
Nihtaur,Uttar Pradesh,Uttar Pradesh
Anjangaon,Mah?r?shtra,Maharashtra
Renukut,Uttar Pradesh,Uttar Pradesh
Siuri,West Bengal,West Bengal
Rajsamand,R?jasth?n,Rajasthan
Bishnupur,West Bengal,West Bengal
Modasa,Gujar?t,Gujarat
Baprola,Delhi,Delhi
Gauravaram,Andhra Pradesh,Andhra Pradesh
Sausar,Madhya Pradesh,Madhya Pradesh
Dhenkanal,Odisha,Odisha
Urun-Islampur,Mah?r?shtra,Maharashtra
Gopalganj,Bih?r,Bihar
Bongaigaon,Assam,Assam
Dharapuram,Tamil N?du,Tamil Nadu
Guruvayur,Kerala,Kerala
Aravattur,Tamil N?du,Tamil Nadu
Jagoniguda,Andhra Pradesh,Andhra Pradesh
Mirpeta,Andhra Pradesh,Andhra Pradesh
Phalodi,R?jasth?n,Rajasthan
Beypore,Kerala,Kerala
Siddipet,Andhra Pradesh,Andhra Pradesh
Koratla,Andhra Pradesh,Andhra Pradesh
Sahaswan,Uttar Pradesh,Uttar Pradesh
Arambagh,West Bengal,West Bengal
Piduguralla,Andhra Pradesh,Andhra Pradesh
Puliyankudi,Tamil N?du,Tamil Nadu
Sangamner,Mah?r?shtra,Maharashtra
Gohna,Hary?na,Haryana
Pulivendla,Andhra Pradesh,Andhra Pradesh
Kanhangad,Kerala,Kerala
Jaisalmer,R?jasth?n,Rajasthan
Kurabur,Karn?taka,Karnataka
Giddarbaha,Punjab,Punjab
Tamluk,West Bengal,West Bengal
Sinnar,Mah?r?shtra,Maharashtra
Vaijapur,Mah?r?shtra,Maharashtra
Jagraon,Punjab,Punjab
Alipur Duar,West Bengal,West Bengal
Dhuri,Punjab,Punjab
Rath,Uttar Pradesh,Uttar Pradesh
Tasgaon,Mah?r?shtra,Maharashtra
Keitumkawn,Mizoram,Mizoram
Narapalli,Andhra Pradesh,Andhra Pradesh
Palitana,Gujar?t,Gujarat
Dharmapuri,Tamil N?du,Tamil Nadu
Idappadi,Tamil N?du,Tamil Nadu
Hiriyur,Karn?taka,Karnataka
Sirsi,Uttar Pradesh,Uttar Pradesh
Kodad,Andhra Pradesh,Andhra Pradesh
Tadepalle,Andhra Pradesh,Andhra Pradesh
Armur,Andhra Pradesh,Andhra Pradesh
Bankra,West Bengal,West Bengal
Nawalgarh,R?jasth?n,Rajasthan
Tohana,Hary?na,Haryana
Khagaul,Bih?r,Bihar
Chakpi Karong,Manipur,Manipur
Sundapalaiyam,Tamil N?du,Tamil Nadu
Jatani,Odisha,Odisha
Chik Ballapur,Karn?taka,Karnataka
Athni,Karn?taka,Karnataka
Dhuburi,Assam,Assam
Gadwal,Andhra Pradesh,Andhra Pradesh
Visnagar,Gujar?t,Gujarat
Pamuru,Andhra Pradesh,Andhra Pradesh
Sheikhpura,Bih?r,Bihar
Sirsi,Karn?taka,Karnataka
Washim,Mah?r?shtra,Maharashtra
Nanpara,Uttar Pradesh,Uttar Pradesh
Bari,R?jasth?n,Rajasthan
Ranipet,Tamil N?du,Tamil Nadu
Kesamudram,Andhra Pradesh,Andhra Pradesh
Nagari,Andhra Pradesh,Andhra Pradesh
Sherkot,Uttar Pradesh,Uttar Pradesh
Mandi Dabwali,Hary?na,Haryana
Raghogarh,Madhya Pradesh,Madhya Pradesh
Narwana,Hary?na,Haryana
Okha,Gujar?t,Gujarat
Bhabhua,Bih?r,Bihar
Nanjangud,Karn?taka,Karnataka
Siddhapur,Gujar?t,Gujarat
Diphu,Assam,Assam
Jhargram,West Bengal,West Bengal
Ramanathapuram,Tamil N?du,Tamil Nadu
Trikonavattam,Kerala,Kerala
Halvad,Gujar?t,Gujarat
Udamalpet,Tamil N?du,Tamil Nadu
Wanparti,Andhra Pradesh,Andhra Pradesh
Chamrajnagar,Karn?taka,Karnataka
Kukarmunda,Gujar?t,Gujarat
Dumraon,Bih?r,Bihar
Panruti,Tamil N?du,Tamil Nadu
Velampalaiyam,Tamil N?du,Tamil Nadu
Tirukkoyilur,Tamil N?du,Tamil Nadu
Razampeta,Andhra Pradesh,Andhra Pradesh
Nedumangad,Kerala,Kerala
Gunupur,Odisha,Odisha
Mehnajpur,Uttar Pradesh,Uttar Pradesh
Thatri,Jammu and Kashm?r,Jammu and Kashmir
Ponnuru,Andhra Pradesh,Andhra Pradesh
Kathua,Jammu and Kashm?r,Jammu and Kashmir
Vinukonda,Andhra Pradesh,Andhra Pradesh
Gohadi,Madhya Pradesh,Madhya Pradesh
Khagaria,Bih?r,Bihar
Pachora,Mah?r?shtra,Maharashtra
Tiptur,Karn?taka,Karnataka
Gopichettipalaiyam,Tamil N?du,Tamil Nadu
Itanagar,Arun?chal Pradesh,Arunachal Pradesh
Dhone,Andhra Pradesh,Andhra Pradesh
Rajgarh,R?jasth?n,Rajasthan
Panna,Madhya Pradesh,Madhya Pradesh
Zahirabad,Andhra Pradesh,Andhra Pradesh
Wani,Mah?r?shtra,Maharashtra
Binnaguri,West Bengal,West Bengal
Upleta,Gujar?t,Gujarat
Narasapur,Andhra Pradesh,Andhra Pradesh
Sonabedha,Odisha,Odisha
Piparia,Madhya Pradesh,Madhya Pradesh
Una,Gujar?t,Gujarat
Sardhana,Uttar Pradesh,Uttar Pradesh
Hastinapur,Uttar Pradesh,Uttar Pradesh
Sandila,Uttar Pradesh,Uttar Pradesh
Tiruvalur,Tamil N?du,Tamil Nadu
Sillod,Mah?r?shtra,Maharashtra
Mulbagal,Karn?taka,Karnataka
Hunsur,Karn?taka,Karnataka
Panskura,West Bengal,West Bengal
Nanjakkad,Kerala,Kerala
Rampur Hat,West Bengal,West Bengal
Khandala,Mah?r?shtra,Maharashtra
Lonavale,Mah?r?shtra,Maharashtra
Bilimora,Gujar?t,Gujarat
Kothapet,Andhra Pradesh,Andhra Pradesh
Maduraivayal,Tamil N?du,Tamil Nadu
Palasa,Andhra Pradesh,Andhra Pradesh
Chintalapalli,Andhra Pradesh,Andhra Pradesh
Lohardaga,Jh?rkhand,Jharkhand
Macherla,Andhra Pradesh,Andhra Pradesh
Kandukur,Andhra Pradesh,Andhra Pradesh
Keonjhargarh,Odisha,Odisha
Kollegal,Karn?taka,Karnataka
Unjha,Gujar?t,Gujarat
Bail-Hongal,Karn?taka,Karnataka
Nasirabad,R?jasth?n,Rajasthan
Gudalur,Tamil N?du,Tamil Nadu
Samalkot,Andhra Pradesh,Andhra Pradesh
Karimganj,,
Bobbili,Andhra Pradesh,Andhra Pradesh
Kalna,West Bengal,West Bengal
Sattenapalle,Andhra Pradesh,Andhra Pradesh
Vrindavan,Uttar Pradesh,Uttar Pradesh
Diglipur,Andaman and Nicobar Islands,Andaman and Nicobar Islands
Naugaon Sadat,Uttar Pradesh,Uttar Pradesh
Sendhwa,Madhya Pradesh,Madhya Pradesh
Talegaon Dabhade,Mah?r?shtra,Maharashtra
Poonamallee,Tamil N?du,Tamil Nadu
Gangarampur,West Bengal,West Bengal
Mandapeta,Andhra Pradesh,Andhra Pradesh
Tirur,Kerala,Kerala
Pithoragarh,Uttar?khand,Uttarakhand
Kengri,Karn?taka,Karnataka
Ropar,Punjab,Punjab
Ajodhya,Uttar Pradesh,Uttar Pradesh
Belampalli,Andhra Pradesh,Andhra Pradesh
Kharar,Punjab,Punjab
Biswan,Uttar Pradesh,Uttar Pradesh
Kannamangalam,Kerala,Kerala
Atchampeta,Andhra Pradesh,Andhra Pradesh
Kandi,West Bengal,West Bengal
Barwani,Madhya Pradesh,Madhya Pradesh
Erumaippatti,Tamil N?du,Tamil Nadu
Harpanahalli,Karn?taka,Karnataka
Periya Semur,Tamil N?du,Tamil Nadu
Madhupur,Jh?rkhand,Jharkhand
Chalil,Kerala,Kerala
Challakere,Karn?taka,Karnataka
Puthiyangadi,Puducherry,Puducherry
Mangrol,Gujar?t,Gujarat
Chonthrhu,Him?chal Pradesh,Himachal Pradesh
Bhimunipatnam,Andhra Pradesh,Andhra Pradesh
Radhanpur,Gujar?t,Gujarat
Falakata,West Bengal,West Bengal
Polur,Tamil N?du,Tamil Nadu
Nandod,Gujar?t,Gujarat
Pithapuram,Andhra Pradesh,Andhra Pradesh
Khurai,Madhya Pradesh,Madhya Pradesh
Punganuru,Andhra Pradesh,Andhra Pradesh
Nargol,Gujar?t,Gujarat
Ghatal,West Bengal,West Bengal
Sagar,Karn?taka,Karnataka
Mundka,Delhi,Delhi
Tiruvallur,Tamil N?du,Tamil Nadu
Baramati,Mah?r?shtra,Maharashtra
Islampur,West Bengal,West Bengal
Sidhi,Madhya Pradesh,Madhya Pradesh
Rahuri,Mah?r?shtra,Maharashtra
Kasaragod,Kerala,Kerala
Jalor,R?jasth?n,Rajasthan
Samana,Punjab,Punjab
Kunnamkulam,Kerala,Kerala
Palmaner,Andhra Pradesh,Andhra Pradesh
Deolali,Mah?r?shtra,Maharashtra
Umred,Mah?r?shtra,Maharashtra
Sohna,Hary?na,Haryana
Parvatipuram,Andhra Pradesh,Andhra Pradesh
Ullal,Karn?taka,Karnataka
Dholka,Gujar?t,Gujarat
Ottappalam,Kerala,Kerala
Manjeri,Kerala,Kerala
Ashta,Madhya Pradesh,Madhya Pradesh
Ilindu Kothi,Him?chal Pradesh,Himachal Pradesh
Kaliyaganj,West Bengal,West Bengal
Jaggayyapeta,Andhra Pradesh,Andhra Pradesh
Goalpara,Assam,Assam
Shahpur,Karn?taka,Karnataka
Bhongir,Andhra Pradesh,Andhra Pradesh
Amalapuram,Andhra Pradesh,Andhra Pradesh
Kunnamangalam,Kerala,Kerala
Bakhtiyarpur,Bih?r,Bihar
Patancheruvu,Andhra Pradesh,Andhra Pradesh
Vikarabad,Andhra Pradesh,Andhra Pradesh
Baruipur,West Bengal,West Bengal
Puttur,Karn?taka,Karnataka
Puttur,Andhra Pradesh,Andhra Pradesh
Manglaur,Uttar?khand,Uttarakhand
Tilhar,Uttar Pradesh,Uttar Pradesh
Sultanganj,Bih?r,Bihar
Tiruvalla,Kerala,Kerala
Venkatagiri,Andhra Pradesh,Andhra Pradesh
Sihor,Gujar?t,Gujarat
Nerkunram,Tamil N?du,Tamil Nadu
Baduria,West Bengal,West Bengal
Sironj,Madhya Pradesh,Madhya Pradesh
Jangaon,Andhra Pradesh,Andhra Pradesh
Daudnagar,Bih?r,Bihar
Jiyyammavalasa,Andhra Pradesh,Andhra Pradesh
Mandamari,Andhra Pradesh,Andhra Pradesh
Lakhminia,Bih?r,Bihar
Ellenabad,Hary?na,Haryana
Koraput,Odisha,Odisha
Mudhol,Karn?taka,Karnataka
Phaltan,Mah?r?shtra,Maharashtra
Diu,D?dra and Nagar Haveli and Dam?n and Diu,Dadra and Nagar Haveli and Daman and Diu
Khattan,Jammu and Kashm?r,Jammu and Kashmir
Rawatbhata,R?jasth?n,Rajasthan
Vaisampakkal,Kerala,Kerala
Kumarankari,Kerala,Kerala
Arwal,Bih?r,Bihar
Burla,Odisha,Odisha
Gadarwara,Madhya Pradesh,Madhya Pradesh
Pardiguda,Andhra Pradesh,Andhra Pradesh
Kalpi,Uttar Pradesh,Uttar Pradesh
Irinjalakuda,Kerala,Kerala
Tirupparangunram,Tamil N?du,Tamil Nadu
Zangareddigudem,Andhra Pradesh,Andhra Pradesh
Peranampattu,Tamil N?du,Tamil Nadu
Rongat,Andaman and Nicobar Islands,Andaman and Nicobar Islands
Dabhoi,Gujar?t,Gujarat
Tirumangalam,Tamil N?du,Tamil Nadu
Bhavani,Tamil N?du,Tamil Nadu
Puthuppariyaram,Kerala,Kerala
Sidlaghatta,Karn?taka,Karnataka
Marpalli,Andhra Pradesh,Andhra Pradesh
Bowringpet,Karn?taka,Karnataka
Bestavarapeta,Andhra Pradesh,Andhra Pradesh
Hodal,Hary?na,Haryana
Aurangabad,Hary?na,Haryana
Fatwa,Bih?r,Bihar
Pardwal,Him?chal Pradesh,Himachal Pradesh
Repalle,Andhra Pradesh,Andhra Pradesh
Karamdiha,Jh?rkhand,Jharkhand
Vyara,Gujar?t,Gujarat
Mahmudabad,Uttar Pradesh,Uttar Pradesh
Bikramganj,Bih?r,Bihar
Chinnamanur,Tamil N?du,Tamil Nadu
Viramgam,Gujar?t,Gujarat
Anaiyur,Tamil N?du,Tamil Nadu
Kosamba,Gujar?t,Gujarat
Jaspur,Uttar?khand,Uttarakhand
Forbesganj,Bih?r,Bihar
Laksar,Uttar?khand,Uttarakhand
Bar Bigha,Bih?r,Bihar
Tundla,Uttar Pradesh,Uttar Pradesh
Baghpat,Uttar Pradesh,Uttar Pradesh
Bhawanipur Rajdham,Bih?r,Bihar
Metpalli,Andhra Pradesh,Andhra Pradesh
Bhadrachalam,Andhra Pradesh,Andhra Pradesh
Biaora,Madhya Pradesh,Madhya Pradesh
Chiplun,Mah?r?shtra,Maharashtra
Saha,Hary?na,Haryana
Sujanpur,Punjab,Punjab
Shiv,R?jasth?n,Rajasthan
Walidpur,Uttar Pradesh,Uttar Pradesh
Sihora,Madhya Pradesh,Madhya Pradesh
Chatra,Jh?rkhand,Jharkhand
Parasia,Madhya Pradesh,Madhya Pradesh
Hilsa,Bih?r,Bihar
Nohar,R?jasth?n,Rajasthan
Bhainsa,Andhra Pradesh,Andhra Pradesh
Perintalmanna,Kerala,Kerala
Padrauna,Uttar Pradesh,Uttar Pradesh
Perambalur,Tamil N?du,Tamil Nadu
Karunagapalli,Kerala,Kerala
Kizhake Chalakudi,Kerala,Kerala
Sulleru,Andhra Pradesh,Andhra Pradesh
Peddapuram,Andhra Pradesh,Andhra Pradesh
Payyoli,Kerala,Kerala
Majalgaon,Mah?r?shtra,Maharashtra
Kapadvanj,Gujar?t,Gujarat
Tennala,Kerala,Kerala
Ramnagar,Uttar Pradesh,Uttar Pradesh
Naugachhia,Bih?r,Bihar
Nizampur,Mah?r?shtra,Maharashtra
Jaggisettigudem,Andhra Pradesh,Andhra Pradesh
Naikankudi,Kerala,Kerala
Godda,Jh?rkhand,Jharkhand
Badurpalle,Andhra Pradesh,Andhra Pradesh
Koduvalli,Kerala,Kerala
Guntakal Junction,Andhra Pradesh,Andhra Pradesh
Gooty,Andhra Pradesh,Andhra Pradesh
Bantval,Karn?taka,Karnataka
Kilvisharam,Tamil N?du,Tamil Nadu
Khairabad,Uttar Pradesh,Uttar Pradesh
Jasdan,Gujar?t,Gujarat
Upperu,Andhra Pradesh,Andhra Pradesh
Mangalapadi,Kerala,Kerala
Vite,Mah?r?shtra,Maharashtra
Homnabad,Karn?taka,Karnataka
Joshimath,Uttar?khand,Uttarakhand
Gumia,Jh?rkhand,Jharkhand
Bokaro,Jh?rkhand,Jharkhand
Nangal Township,Punjab,Punjab
Soyagaon,Mah?r?shtra,Maharashtra
Sadaseopet,Andhra Pradesh,Andhra Pradesh
Hoskote,Karn?taka,Karnataka
Jalandhar Cantonment,Punjab,Punjab
Bhatkal,Karn?taka,Karnataka
Dungarpur,R?jasth?n,Rajasthan
Chandrawada,Gujar?t,Gujarat
Dumka,Jh?rkhand,Jharkhand
Changanacheri,Kerala,Kerala
Umarkhed,Mah?r?shtra,Maharashtra
Atarra,Uttar Pradesh,Uttar Pradesh
Azhikkod,Kerala,Kerala
Azhikkal,Kerala,Kerala
Vikramasingapuram,Tamil N?du,Tamil Nadu
Jiaganj,West Bengal,West Bengal
Manapparai,Tamil N?du,Tamil Nadu
Mattanur,Kerala,Kerala
Hagaribommanahalli,Karn?taka,Karnataka
Pallipalaiyam,Tamil N?du,Tamil Nadu
Nandikotkur,Andhra Pradesh,Andhra Pradesh
Selu,Mah?r?shtra,Maharashtra
Mela Gudalur,Tamil N?du,Tamil Nadu
Punalur,Kerala,Kerala
Kampli,Karn?taka,Karnataka
Nellikkuppam,Tamil N?du,Tamil Nadu
Padra,Gujar?t,Gujarat
Obra,Uttar Pradesh,Uttar Pradesh
Aland,Karn?taka,Karnataka
Vuyyuru,Andhra Pradesh,Andhra Pradesh
Kadinamkulam,Kerala,Kerala
Manvi,Karn?taka,Karnataka
Nilambur,Kerala,Kerala
Bhalki,Karn?taka,Karnataka
Anandpur,Odisha,Odisha
Jammalamadugu,Andhra Pradesh,Andhra Pradesh
Garhwa,Jh?rkhand,Jharkhand
Sikandra Rao,Uttar Pradesh,Uttar Pradesh
Nawashahr,Punjab,Punjab
Ranavav,Gujar?t,Gujarat
Bihat,Bih?r,Bihar
Coonoor,Tamil N?du,Tamil Nadu
Thoubal,Manipur,Manipur
Dharmaragar,Tripura,Tripura
Pakaur,Jh?rkhand,Jharkhand
Shertallai,Kerala,Kerala
Nawai,R?jasth?n,Rajasthan
Gollalagunta,Andhra Pradesh,Andhra Pradesh
Rajgarh,Madhya Pradesh,Madhya Pradesh
Farrukhnagar,Andhra Pradesh,Andhra Pradesh
Chattamangalam,Kerala,Kerala
Kumta,Karn?taka,Karnataka
Warud,Mah?r?shtra,Maharashtra
Pandhurna,Madhya Pradesh,Madhya Pradesh
Ganapathivattam,Kerala,Kerala
Gobardanga,West Bengal,West Bengal
Jukal,Andhra Pradesh,Andhra Pradesh
Seoni Malwa,Madhya Pradesh,Madhya Pradesh
Chalungalpadam,Kerala,Kerala
Arantangi,Tamil N?du,Tamil Nadu
Nayudupet,Andhra Pradesh,Andhra Pradesh
Sundargarh,Odisha,Odisha
Mahalingpur,Karn?taka,Karnataka
Bhayala,Gujar?t,Gujarat
Nalegaon,Mah?r?shtra,Maharashtra
Muddebihal,Karn?taka,Karnataka
Kedgaon,Mah?r?shtra,Maharashtra
Sachin,Gujar?t,Gujarat
Alamuru,Andhra Pradesh,Andhra Pradesh
Dig,R?jasth?n,Rajasthan
Barnagar,Madhya Pradesh,Madhya Pradesh
Charkhi Dadri,Hary?na,Haryana
Guledagudda,Karn?taka,Karnataka
Rameswaram,Tamil N?du,Tamil Nadu
Tiruttani,Tamil N?du,Tamil Nadu
Melur,Tamil N?du,Tamil Nadu
Dhupgari,West Bengal,West Bengal
Dowlaiswaram,Andhra Pradesh,Andhra Pradesh
Sainthia,West Bengal,West Bengal
Jangamguda,Andhra Pradesh,Andhra Pradesh
Shekhupur,Uttar Pradesh,Uttar Pradesh
Karvarakundu,Kerala,Kerala
Rapur,Andhra Pradesh,Andhra Pradesh
Siyana,Uttar Pradesh,Uttar Pradesh
Angul,Odisha,Odisha
Rajaldesar,R?jasth?n,Rajasthan
Dalli Rajhara,Chhatt?sgarh,Chhattisgarh
Nandigama,Andhra Pradesh,Andhra Pradesh
Barwah,Madhya Pradesh,Madhya Pradesh
Daman,D?dra and Nagar Haveli and Dam?n and Diu,Dadra and Nagar Haveli and Daman and Diu
Medak,Andhra Pradesh,Andhra Pradesh
Talipparamba,Kerala,Kerala
Jora,Madhya Pradesh,Madhya Pradesh
Ananipalle,Andhra Pradesh,Andhra Pradesh
Majurwa,Bih?r,Bihar
Raisen,Madhya Pradesh,Madhya Pradesh
Janakammapeta,Andhra Pradesh,Andhra Pradesh
Sihora,Madhya Pradesh,Madhya Pradesh
Murshidabad,West Bengal,West Bengal
Ahmadpur,Mah?r?shtra,Maharashtra
Kangayam,Tamil N?du,Tamil Nadu
Seohara,Uttar Pradesh,Uttar Pradesh
Wankaner,Gujar?t,Gujarat
Addanki,Andhra Pradesh,Andhra Pradesh
Nidadavole,Andhra Pradesh,Andhra Pradesh
Anekal,Karn?taka,Karnataka
Kottangara,Kerala,Kerala
Porsa,Madhya Pradesh,Madhya Pradesh
Bodupal,Andhra Pradesh,Andhra Pradesh
Ramachandrapuram,Andhra Pradesh,Andhra Pradesh
Chembra,Kerala,Kerala
Shoranur,Kerala,Kerala
Nilothi,Hary?na,Haryana
Jambusar,Gujar?t,Gujarat
Kottoppadam,Kerala,Kerala
Ambasamudram,Tamil N?du,Tamil Nadu
Yeola,Mah?r?shtra,Maharashtra
Kayalpattanam,Tamil N?du,Tamil Nadu
Rudauli,Uttar Pradesh,Uttar Pradesh
Dhaka,Bih?r,Bihar
Barhiya,Bih?r,Bihar
Kattivakkam,Tamil N?du,Tamil Nadu
Periyakulam,Tamil N?du,Tamil Nadu
Bairagnia,Bih?r,Bihar
Pirthipur,Madhya Pradesh,Madhya Pradesh
Mahbubabad,Andhra Pradesh,Andhra Pradesh
Limbdi,Gujar?t,Gujarat
Thol,Gujar?t,Gujarat
Barpeta,Assam,Assam
Kharik,Bih?r,Bihar
Salar,West Bengal,West Bengal
Jajpur,Odisha,Odisha
Alluru,Andhra Pradesh,Andhra Pradesh
Kadalur,Kerala,Kerala
Jambughoda,Gujar?t,Gujarat
Karsiyang,West Bengal,West Bengal
Bhatpalli,Andhra Pradesh,Andhra Pradesh
